,category,name,uri,address,description,work_time
10,Оздоровление и лечение,Санаторий «Лазурный»,http://clazurn.ru/,"Новосибирская область, Бердск, Речкуновская зона отдыха, 16","Живописные пейзажи берега Бердского залива и чистый воздух создают расслабляющую атмосферу.Оснащенная современным оборудованием медицинская база санатория позволяет успешно лечить заболевания: сердечно-сосудистой системы; ЛОР-органов; органов дыхания; нервной системы; опорно-двигательного аппарата; профпатологии. К услугам гостей: комфортные номера разных категорий: одноместные, двухместные и семейные; здоровое питание; терренкур на территории санатория; библиотека; прокат; настольный теннис; бильярд; банкетный зал; конференц-зал; сауна; пляж в шаговой доступности; культурно-развлекательная программа: киносеансы, концерты, мастер-классы, дискотеки; бесплатная парковка; зоны Wi-Fi",круглосуточно
11,Оздоровление и лечение,Санаторий «Ельцовка»,https://skkcvo.ru/,"Новосибирск, территория Военного санатория Ельцовка, 9","Оснащенная современным оборудованием медицинская база санатория позволяет успешно лечить заболевания: сердечно-сосудистой системы; органов дыхания; нервной системы; опорно-двигательного аппарата; последствия травм. К услугам гостей: комфортабельный пятиэтажный корпус с двухместными номерами разной категории; песчаный пляж; детская площадка; библиотека; тренажерный зал; фито-бар; бильярд; клуб; лыжная база и каток; русская баня; сауна с бассейном.Проводятся спортивные мероприятия, интеллектуальные и настольные игры, развлекательные вечерние программы, кинопоказы, а также экскурсии по Новосибирску и Новосибирской области",круглосуточно
12,Оздоровление и лечение,Золотой берег,https://sunzb.ru/,"Новосибирск, ул. Софийская, 19","Медицинская база санатория позволяет успешно лечить заболевания: органов дыхания; опорно-двигательного аппарата, а также состояния после травм и операций на костно-мышечной системе; гинекологические; нервной системы; урологические. В лечебных программах используются: мануальная терапия, рефлексотерапия, программы восстановительной медицины. Кроме того, отдыхающие могут воспользоваться спа-услугами и попробовать новые программы по уходу за кожей. К услугам гостей: комфортные номера категорий «3-местный», «2-местный», «1-местный», «Люкс 1-комнатный», «Люкс 2-комнатный», «Апартаменты»; столовая на 180 мест, четырехразовое, сбалансированное питание; VIP-зал на 20 мест; конференц-зал на 100 мест; сауна; детская площадка; круглосуточная охрана; автостоянка",круглосуточно
13,Оздоровление и лечение,Пансионат «Лесная сказка»,http://lesnaya-skazka.ru/,"Новосибирская область, Бердск, ул. Попова, 12","В пансионате «Лесная сказка» лечат заболевания: сердечно-сосудистой системы; нервной системы; органов дыхания; органов пищеварения; Также разработана детокс-программа «Лотос» (коррекция веса). К услугам гостей: современные номера категорий «Стандарт», «Полулюкс» и «Люкс»; 3-х разовое питание; конференц-зал на 80 мест, зал на 30 человек, переговорная комната для проведения конференций, семинаров, тренингов; фитобар «Зимний сад»; спа-комплекс, бассейн с гидромассажем; тренажерный зал «REMIX»; волейбольная площадка; групповые занятия гимнастикой на природе; досуг: экскурсии, выступления ансамблей, мастер-классы, литературные вечера, вечерние дискотеки; летом: частный пляж на берегу Бердского залива, прогулки на теплоходе, парк семейного отдыха с открытыми бассейнами, детской игровой площадкой, беседками",круглосуточно
14,Оздоровление и лечение,Профилакторий «Омь»,http://www.anozit.ru/index.php?l=prof,"Новосибирская область, Куйбышевский район, Куйбышев, ул. 1-ая Красноармейская, 80","В профилактории лечат заболевания: сердечно-сосудистой системы; опорно-двигательного аппарата; нервной системы; органов дыхания; гинекологические заболевания; желудочно-кишечного тракта; почек и мочевыводящих путей; ЛОР-органов. Санаторий принимает детей до 14 лет в сопровождении взрослых. Отдыхающие проживают в просторных номерах с лоджиями: есть одноместные, двухместные номера и одноместные номера категории «Люкс». Питаются в столовой по специальному сбалансированному меню. В санатории есть физиокабинет, кабинет массажа, бальнеотерапия, ЛФК, процедурный и стоматологический кабинет, сауна. Лечебные грязи завозят из озера Солененькое. Проводятся УЗИ-диагностика, гидромассаж, лазеротерапия, подводное вытяжение позвоночника и другие методы лечения и диагностики",круглосуточно
15,Оздоровление и лечение,Санаторий на станции Карасук ,https://company.rzd.ru/ru/9349/page/105554?id=1786#enttab-main,"Новосибирская область, Карасукский район, Карасук, ул. Тургенева, 61А","В санатории проводятся профилактика и лечение заболеваний: костно-мышечной системы и соединительной ткани; центральной и периферической нервной системы; органов пищеварения; сердечно-сосудистой системы; мочеполовой системы; обмена веществ; кожных заболеваний; органов дыхания. В санатории на станции Карасук может одновременно отдыхать 71 человек. Это комплекс из 2 корпусов (3-х и 2-х-этажных), соединенных теплым переходом, в котором разбит зимний сад. Есть двухместные номера, номера класса «Полулюкс» и «Люкс». Номера оснащены санузлом, душевой кабиной, кондиционером, внутренним телефоном, телевизором. К услугам отдыхающих: трехразовое питание по диетическому меню; сауна; бассейн; солярий; водолечебница (души: восходящий, циркулярный, подводный, душ Шарко); чайная комната; тренажерный зал; бильярд; настольный теннис; развлекательные программы, тематические вечера и экскурсионные программы",круглосуточно
16,Оздоровление и лечение,Санаторий «Бараба»,http://www.profbrb.ru/,"Новосибирская область, Барабинский район, Барабинск, переулок Индустриальный, 2", "В профилактории лечат заболевания: опорно-двигательного аппарата; нервной системы; желудочно-кишечного тракта; органов дыхания; сердечно-сосудистой системы; эндокринной системы. К услугам гостей: проживание в номерах различной категории; 4-разовое питание; современные методы лечения (массажи спелеотерапия грязелечение водолечение рефлексотерапия физиотерапия)",круглосуточно
17,Оздоровление и лечение,Реабилитационный центр «Лесной»,https://rc-lesnoy.ru/,"Новосибирск, Лесное шоссе, 1","Здесь проходят реабилитацию после перенесенной коронавирусной инфекции, а также пациенты с патологией опорно-двигательного аппарата и нервной системы, после инсульта, травм и операций. К услугам пациентов: комфортное проживание с безбарьерной средой для пациентов с любыми ограничениями в движении; одноместные, двухместные и трехместные палаты; индивидуальные программы реабилитации, в том числе с использованием экзоскелета; сбалансированное питание","ежедневно с 08:00 до 19:00"
18,Оздоровление и лечение,Санаторий «Тогучинский»,https://vk.com/toguchinskilove,"Новосибирская область, Тогучинский район, г. Тогучин, ул. Заводская, 142","Санаторий находится в живописном месте, на границе между сосновым бором и берегом реки Ини. Принимает на лечение и отдых взрослых и родителей с детьми (с 4 лет). Основной медицинский профиль санатория: лечение заболеваний органов дыхания; лечение заболеваний нервной системы. К услугам санатория: 120 мест; четырехразовое питание в столовой; современная лечебно-профилактическая аппаратура; киноконцертный зал (на 150 мест); бар; каминный зал для проведения камерных вечеров; библиотека; игровая комната и детская площадка для детей; сауна, бассейн; теннис, бильярд, шахматы; лодочная станция; волейбольная площадка. Пляж находится рядом с санаторием, на реке Ине. Зимой можно кататься на лыжах",круглосуточно
19,Оздоровление и лечение,Обские зори,http://obskie-zori.ru,"Новосибирская область, Новосибирский район, д.п. Мочище, микрорайон «Дом отдыха Мочище», 34","Специализация центра: онкологические и гематологические заболевания у детей; болезни ЛОР-органов, органов дыхания, желудочно-кишечного тракта; последствия травм, ортопедических и хирургических заболеваний; заболевания кожи; болезни сердечно-сосудистой, эндокринной и центральной нервной системы; заболевания почек и мочевыводящих путей. К услугам пациентов: проживание в 3 корпусах: один корпус для детей и два других для проживания «мать + ребенок» и пожилых людей; пятиразовое питание; спортивные площадки: волейбольная площадка, хоккейная коробка, летом — футбольное поле. Дети в сопровождении взрослых принимаются с 3-х до 12 лет; инвалиды до 18 лет",круглосуточно
20,Памятники,"Памятник землякам, погибшим в годы гражданской войны",отсутствует,"Новосибирская область, Здвинский район, д. Михайловка, ул. Урюмская, 46а","Инициаторами создания памятника были ветераны Великой Отечественной войны. Ежегодно у памятника проводится митинг, посвященный Дню Победы в Великой Отечественной войне, возлагаются венки.",круглосуточно
21,Памятники,Чичабург,отсутствует,"Новосибирская область, Здвинский район, д. Чича","Представляет собой остатки крупного городского поселения площадью более 240 тыс. м² ориентировочно IX—VII века до нашей эры, переходный период от бронзы к железу. На берегу озера Чича много столетий скрывался древний город, покрытый полуметровым слоем земли. Жители покинули его внезапно, возможно, из-за пожара, наводнения, спасаясь от набега воинственных соседей или от страшной эпидемии… Что можно сказать о живших в городище людях? Скорей всего, они занимались охотой, местность была, видимо, более облесена, найдены разрозненные кости лесных зверей — лося, медведя, соболя, бобра, а также домашних животных: лошади, крупного рогатого скота, собаки. Собака была похоронена, такой ритуал существовал обычно у охотников. Из оружия найдены костяные наконечники стрел, ножи. Однако главным занятием, несомненно, было скотоводство.",круглосуточно
22,Музеи,Музей боевой и трудовой славы,http://zdvinskiy.ru/,"Новосибирская область, Здвинский район, с. Здвинск, ул. Здвинского 26","Фонд музея насчитывает 5451 предметов основного фонда. Ежегодно музей посещают около 14 тыс. человек. В настоящее время в МКУК «Здвинском районном музее боевой и трудовой славы» проводятся экскурсии, встречи молодежи с ветеранами войны и труда, тружениками тыла. Музей организует и проводит разноплановые мероприятия: акции, лекции, вечера к памятным датам истории, уроки мужества, квест-игры, выставки декоративно-прикладного искусства, фотовыставки, выставки картин.","понедельник–пятница с 9:00 до 17:00, обед с 13:00 до 14:00, суббота, воскресенье — выходные дни"
23,Природный заказник,Майское утро,http://prirodoohrana.com/,"Новосибирская область, Купинский район, Лягушенский сельсовет","В заказнике запрещены охота на все виды животных и иные виды пользования животным миром, сбор лекарственных и редких видов растений. Разрешается рыбная ловля после дней покоя в местах, отведенных дирекцией заказника, сбор грибов и ягод, устройство привалов, бивуаков, туристических стоянок и лагерей.",круглосуточно
24,Музеи,Купинский районный музейно-мемориальный комплекс,https://kupinomuseum.ru/,"Новосибирская область, Купинский район, г. Купино, ул. Преображенская, 58","Сегодня музей насчитывает более 4000 экспонатов. Он располагается в удобном, просторном, реконструированном здании бывшего ДКЖ. В музее находится 5 залов: боевой славы, фауны и флоры, крестьянская хата, зал советского быта, зал презентаций. На прилегающей к зданию музея территории построен большой музейно-мемориальный комплекс. Здесь отремонтирован памятник Героям фронта и тыла, установлены постаменты с танком и БТР, проведены работы по благоустройству территории памятника","понедельник — выходной, вторник — пятница с 8:30 до 17:30, суббота — воскресение с 10:00 до 16:00"
25,Музеи,Маленькая школа,отсутствует,"Новосибирская область, Купинский район, г. Купино, ул. Советов, 1а","Основу экспозиции составляют около 750 экспонатов, которые являются подлинными работами известных мастеров народной игрушки России. Экспозиция состоит из таких народных игрушек, как рязанская, хлудневская, костромская, кожлянская, филимоновская, каргопольская, романовская, жбанниковская, плешковская, богородская. Также представлены народные игрушки из Суджи, Череповца, Вологды, игрушки вятской традиции. Есть в музее и местная глиняная игрушка — «чиняевская». Отдельный раздел посвящен творчеству местной мастерицы Ковтун Екатерины Демьяновны. При музее находится мастерская, оборудованная всем необходимым для создания глиняных игрушек",неизвестно
26,Парки,Центральный парк культуры и отдыха города Купино,отсутствует,"Новосибирская область, Купинский район, г. Купино  , ул. Советов, 91","Это излюбленное место жителей всего Купинского района. В парке установлен большой фонтан, множество аттракционов для детей, есть даже специальное место для новобрачных, где установлено «Дерево счастья», на которое молодые супруги могут повесить свой «замочек любви». Также в парке находится памятник святым «Петру и Февронии», символизирующий крепкую семью, любовь и верность",круглосуточно
27,Храм,Храм Рождества Пресвятой Богородицы,отсутствует,"Новосибирская область, Чулымский район, г. Чулым, ул. Кооперативная, 12А","Осенью 2005 году в городе Чулыме началось строительство нового Храма в честь Рождества Пресвятой Богородицы. Для строительства храма выделили площадку практически в самом центре Чулыма. Для сбора спонсорских средств был создан Фонд возрождения Храма Пресвятой Богородицы. На новый храм жертвовали многие организации, предприятия, частные предприниматели и просто жители города и района",круглосуточно
28,Храм,Храм во имя Святого апостола и евангелиста Луки,отсутствует,"Новосибирская область, Купинский район, г. Купино, Новособорная площадь, 1","В религиозном сооружении хранятся святыни: икона с мощами Cвятого апостола и евангелиста Луки; икона с мощами святителя Николая, архиепископа Мир Ликийского, чудотворца; икона с мощами Cвятого великомученика и целителя Пантелеимона; икона с мощами мученика Вонифатия; икона с мощами Cвятой блаженной Матроны Московской.",круглосуточно
29,Музеи,Журавская сельская картинная галерея,http://zhurawka.ru/,"Новосибирская область, Чистоозёрный район, с. Журавка, ул. Центральная, 41а","Картинная галерея расположена в здании МКУК «Журавский КДЦ». Помещение имеет 2 зала (большой, малый) общей площадью 154 кв. м. В большом зале работает постоянно действующая экспозиция, в которой размещено 80 работ художников. В малом зале находятся работы местных художников, в основном пейзажного жанра.Творческими создателями галереи стали именитые сибирские художники — Василий Демьянович Войтов (уроженец села Журавка) и братья Василий и Иван Титковы","вторник-пятница, воскресенье с 9.00 до 21.00, Выходные — суббота, понедельник"
30,Памятники,Водонапорная башня,отсутствует,"Новосибирская область, Чистоозёрный район, р.п. Чистоозёрное, станция Чистоозёрная","Построена в 1915–1916 гг. при сооружении ответвления от Великой Сибирской железной магистрали — Кулундинской ветки (от станции Татарская до станции Славгород). Поражает качеством кирпичной кладки, увенчана шатровой крышей с куполом",круглосуточно
31,Музеи,Чистоозёрный краеведческий музей,https://chsmusey.nso.ru/,"Новосибирская область, Чистоозерный район, р.п. Чистоозёрное, ул. Покрышкина, 12","Общий фонд экспонатов музея составляет: 4110 и основной фонд: 3375 экспонатов. Они представлены в шести экспозиционных залах: Малая родина, Горница, Священная война, Природная зона, Выставочный, ХХ век. Большое место занимают экспозиции, посвященные культуре, спорту, истории техники, знаменитым людям нашего района","с понедельника по пятницу с 9.00 до 17.00 часов, в субботу — с 10.00 до 14.00 часов, Выходной — воскресенье"
32,Храм,Храм во имя Архистратига Михаила,http://arhistratig.orthodoxy.ru/,"Новосибирская область, Коченёвский район, р. п. Коченёво, пер. Саратовский, д. 3","В храме во имя Архистратига Михаила находится много чтимых икон, православных святынь. Более 10 икон размещены непосредственно в храме, часть в алтаре: «Феодор Томский» (с частицей мощей), «Всех скорбящих Радость», «вмч.Пантелеимон», «прп. Сергий Радонежский», «прп. Серафим Саровский», «свт. Николай Чудотворец», «Всецарица», «бл. Матрона», «Умягчение злых сердец», «Достойно есть», «Иоанн Тобольский», «Спас Нерукотворный», «Валаамская Б.М.», «Михаил Архангел»",круглосуточно
33,Музеи,Коченёвский краеведческий музей,https://kochenev-muzey.kulturu.ru/,"Новосибирская область, рабочий посёлок Коченёво, Мало-Кузнецкая улица, 27А","Музей осуществляет хранение и использование музейных, архивных и библиотечных фондов. Также осуществляет научно-исследовательскую и экспозиционную деятельность: подготовку и проведение тематических встреч, вечеров, бесед, праздников с использованием экспозиций и фондовых коллекций; организацию экскурсий, передвижных выставок, показ видеофильмов, презентаций, слайд-программ. Осуществляется научно-методическая, издательская и выставочная деятельность. Музей стал центром краеведческой и военно-патриотический работы.Здесь проходят уроки мужества, круглые столы, экскурсии, встречи с ветеранами войны, музейные уроки. За годы существования собрано 2714 тысяч музейных предметов.","ежедневно с 8.00 ч. до 17.00 ч., кроме субботы, воскресенья"
34,Природа,Озеро Хорошее,отсутствует,"Новосибирская область, Карасукский район, Хорошинский сельсовет, с. Хорошее","Освоение озера началось еще в 19-ом веке. Озеро очень богато рыбой, а в окрестностях в изобилии водятся лисы, зайцы, барсуки, дикие козы, сайгаки, серны. Поэтому озеро считается промысловым. Среди водных обитателей широко распространены такие виды рыб как сазан, карась, лещ, окунь, язь, судак и щука. Площадь озера составляет около 40 км2. Максимальные глубины достигают 6-7 метров. Рядом с озером находится деревня с одноименным названием. Охота и рыбалка на озере Хорошее распространены только в летнее время. Зимой дорога только на спецтехнике.",круглосуточно
35,Природа,Озеро Кривое,отсутствует,"озеро Кривое, Верх-Каргатский сельсовет, Каргатский район, Новосибирская область","Котловина озера — древняя ложбина стока. Озеро вытянуто в направлении с северо-востока на юго-запад, длина его до 12 км, ширина 2,5 км. Площадь составляет около 2135 га. Наибольшая площадь озера приходится на долю глубин больше 3 м. При таких небольших глубинах вода озера прогревается довольно хорошо. В прибрежных участках, на глубинах менее 2 м, имеется песчаный грунт или песок с небольшим поверхностным наилком. Песчаный берег озера — излюбленное место отдыха жителей района. Кроме того, озеро Кривое — район крещенского купания",круглосуточно
36,Природа,Озеро Красное,отсутствует,"озеро Красное, Новобибеевский сельсовет, Болотнинский район, Новосибирская область","Озеро Красное расположено в 5 км от города Карасука. Площадь озера 309 га. Наиболее распространенная рыба: карась, окунь, чебак. Ежегодно на берегу озера организуется городской пляж (осуществляется противоклещевая обработка, берутся для исследования пробы воды и песка, в летний период дежурят спасатели)",круглосуточно
37,Памятники,Мемориал воинам-интернационалистам,отсутствует,"Новосибирская область, Карасукский район, г. Карасук, ул. Ленина, 102", "Это особое место поклонения памяти солдатам исполнявшим свой интернациональный долг. В День памяти воинов-интернационалистов 15 февраля на Мемориале проводится митинг с возложением цветов и венков к памятному камню с именами погибших воинов.",круглосуточно
38,Памятники,Мемориал трудовой славы,отсутствует,"Новосибирская область, Карасукский район,г.Карасук ,ул.Луначарского, 20а","На мемориале размещены информационные модули с материалом из истории Карасукского района: карта с населенными пунктами, входившими в состав района в годы войны, название колхозов, письма с фронта, информация о вкладе района в Победу",круглосуточно
39,Храм,Кафедральный собор во имя Святого апостола Андрея Первозванного,отсутствует,"Новосибирская область, Карасукский район, г. Карасук, ул. Октябрьская, 31","Здание имеет форму креста в соответствии с древней христианской традицией и символикой. Сооружено, в основном, из кирпича красного цвета. Имеет три купола в честь Святой Троицы. Внутри собор разделен на три основных части: притвор, средняя часть и алтарь. Вместимость — около 300 чел.На территории собора расположено административное здание Карасукского епархиального управления и архиерейский дом",круглосуточно
40,Памятники,Мемориал воинской славы,отсутствует,"Новосибирская область, Карасукский район, город Карасук, улица Луначарского, 14б","Мемориальный комплекс состоит из 9 пилонов, соединенных вверху. Над ними размещается надпись: «Памяти павших будьте достойны…». На пилонах имена 5180 погибших (плюс 76 в дополнительных списках) на фронтах Великой Отечественной войны жителей Карасукского района. На мемориале установлены бюсты 9 Героям Советского Союза. Это Климовский Н.А., Ландик И.И., Молозев В.Ф., Молочков Г.А., Орлов Я.Н., Сметанин Г.А., Сорокин З.А, Сударев А.В., Тимонов В.Н.",круглосуточно
41,Музеи,Карасукский краеведческий музей,http://museumkarasuk.ru/,"Новосибирская область, Карасукский район, г. Карасук, ул. Луначарского, 14б","Выявляя, собирая и храня предметы музейного значения, шагая в ногу со временем, музей создает новые экспозиции, занимается научно-исследовательской, выставочной, культурно-образовательной работой, ведет активное региональное и международное сотрудничество с учреждениями культуры. Коллекции содержат: произведения живописи, графики, скульптуру, изделия прикладного искусства, нумизматику; археологические и этнографические находки, оружие, документы.","Понедельник — четверг с 8:00 до 17:15, Пятница с 8:00 до 16:00, Суббота с 8:00 до 14:00, Воскресенье — выходной день"
42,Музеи,Каргатский историко-краеведческий музей,https://karagatmuzeum.esgms.ru/,"Новосибирская область, Каргатский район, г. Каргат, ул. Ленина, 4","Музей занимает 10 залов. В выставочном зале ежемесячно сменяются выставки мастеров и любителей декоративно-прикладного и художественного творчества, районные и областные фотовыставки. Лекционный зал музея предназначен для встреч с интересными людьми, показа кинолекториев, слайд-программ, презентаций. Фонд музея составляет 6191 экспонат. Посетителей привлекут такие экспонаты, как икона Божьей матери «Знамение» конца ХIХ в., палеонтологические находки древнекаменного века, немецкий мотоцикл марки «BMW» 1942 года выпуска.","понедельник — пятница с 9:00 до 18:00, обед с 13:00 до 14:00; суббота — воскресенье с 10:00 до 17:00, обед с 13:00 до 14:00"
